"Name","RefCount"
"recurring_invoice.change_status","1"
"recurring-expenses.change_status","1"
"recurring-expenses.create","1"
"recurring-expenses.destroy","1"
"recurring-expenses.edit","1"
"recurring-expenses.index","1"
"recurring-expenses.store","1"
"recurring-expenses.update","1"
"recurring-invoices.create","1"
"recurring-invoices.destroy","1"
"recurring-invoices.edit","1"
"recurring-invoices.store","1"
"recurring-invoices.update","1"
"replyTemplates.create","1"
"replyTemplates.destroy","1"
"replyTemplates.edit","1"
"replyTemplates.fetchTemplate","1"
"replyTemplates.store","1"
"replyTemplates.update","1"
"resend_code","1"
"role-permissions.create","1"
"role-permissions.custom_permissions","1"
"role-permissions.delete_role","1"
"role-permissions.index","1"
"role-permissions.permissions","1"
"role-permissions.reset_permissions","1"
"role-permissions.store","1"
"role-permissions.store_role","1"
"role-permissions.update","1"
"sales-report.index","1"
"search.index","1"
"search.store","1"
"security-settings.update","1"
"settings.change-qr-code-status","1"
"shifts.bulk_shift","1"
"shifts.create","1"
"shifts.destroy","1"
"shifts.employee_shift_calendar","1"
"shifts.export_all","1"
"shifts.update","1"
"shifts-change.apply_quick_action","1"
"shifts-change.destroy","1"
"shifts-change.edit","1"
"shifts-change.update","1"
"show_notifications","1"
"sign-up-settings.index","1"
"sign-up-settings.update","1"
"slack-settings.update","1"
"smtp_settings.send_test_mail","1"
"smtp_settings.show_send_test_mail_modal","1"
"smtp-settings.update","1"
"social-auth-settings.update","1"
"square.webhook","1"
"sticky-notes.create","1"
"sticky-notes.show","1"
"sticky-notes.store","1"
"sticky-notes.update","1"
"storage-settings.aws_local_to_aws","1"
"storage-settings.aws_local_to_aws_modal","1"
"storage-settings.aws_test","1"
"storage-settings.aws_test_modal","1"
"storage-settings.index","1"
"storage-settings.store","1"
"stripe.webhook","1"
"stripe_public","1"
"sub_tasks.change_status","1"
"sub-task-files.destroy","1"
"sub-tasks.destroy","1"
"sub-tasks.edit","1"
"sub-tasks.show","1"
"sub-tasks.store","1"
"taskboards.update_index","1"
"taskComment.destroy","1"
"taskComment.edit","1"
"taskComment.save_comment_like","1"
"taskComment.store","1"
"task-files.destroy","1"
"task-files.show","1"
"task-label.destroy","1"
"task-note.destroy","1"
"task-note.edit","1"
"task-note.store","1"
"task-report.chart","1"
"task-report.index","1"
"tasks.check_task","1"
"tasks.destroy_pin","1"
"tasks.reminder","1"
"tasks.store_pin","1"
"tasks.update","1"
"task-settings.index","1"
"task-settings.store","1"
"taxes.destroy","1"
"taxes.edit","1"
"taxes.index","1"
"ticket_agents.agent_groups","1"
"ticket_agents.update_group","1"
"ticket-agents.destroy","1"
"ticket-agents.store","1"
"ticket-agents.update","1"
"ticketChannels.destroy","1"
"ticketChannels.edit","1"
"ticketChannels.store","1"
"ticketChannels.update","1"
"ticket-email-settings.update","1"
"ticket-files.destroy","1"
"ticket-files.download","1"
"ticket-form.sort_fields","1"
"ticket-form.update","1"
"ticket-groups.edit","1"
"ticket-groups.store","1"
"ticket-groups.update","1"
"ticket-replies.destroy","1"
"tickets.store","1"
"tickets.update","1"
"tickets.update_other_data","1"
"ticketTypes.destroy","1"
"ticketTypes.edit","1"
"ticketTypes.store","1"
"ticketTypes.update","1"
"timelog-break.destroy","1"
"timelog-break.edit","1"
"timelog-break.update","1"
"time-log-report.chart","1"
"time-log-report.time","1"
"timelogs.by_employee","1"
"timelogs.employee_data","1"
"timelogs.export","1"
"timelogs.show_active_timer","1"
"timelogs.show_timer","1"
"timelogs.store","1"
"timelogs.timer_data","1"
"timelogs.update","1"
"timelogs.user_time_logs","1"
"timelog-settings.index","1"
"timelog-settings.store","1"
"two-factor.enable","1"
"two-fa-settings.confirm","1"
"two-fa-settings.email_confirm","1"
"two-fa-settings.update","1"
"two-fa-settings.validate_confirm","1"
"two-fa-settings.validate_email_confirm","1"
"unit-type.create","1"
"unit-type.destroy","1"
"unit-type.edit","1"
"unit-type.set_default","1"
"unit-type.store","1"
"update-settings.deleteFile","1"
"update-settings.store","1"
"user-permissions.custom_permissions","1"
"user-permissions.reset_permissions","1"
"user-permissions.update","1"
"verify_2fa_password","1"
"verify_google_recaptcha_v3","1"
"verify-purchase","1"
"whatsapp.send_otp","1"
"whatsapp.verify_otp","1"
"whatsapp-settings.connection-status","1"
"whatsapp-settings.update","1"
"admin.updateVersion.checkIfFileExtracted","2"
"admin.updateVersion.download","2"
"admin.updateVersion.downloadPercent","2"
"admin.updateVersion.install","2"
"admin.updateVersion.update","2"
"all-notifications","2"
"appreciations.create","2"
"attendances.add-user-attendance","2"
"attendances.check_half_day","2"
"attendances.export_all_attendance","2"
"attendances.store","2"
"authorize_public","2"
"awards.change-status","2"
"awards.destroy","2"
"awards.edit","2"
"awards.quick-create","2"
"bankaccounts.view_transaction","2"
"business-address.index","2"
"check_code","2"
"checklist","2"
"clientCategory.create","2"
"clientCategory.destroy","2"
"clientCategory.store","2"
"client-docs.destroy","2"
"client-docs.edit","2"
"client-docs.store","2"
"client-notes.create","2"
"client-notes.show_verified","2"
"clients.approve","2"
"clients.client_details","2"
"clients.edit","2"
"clientSubCategory.create","2"
"clientSubCategory.destroy","2"
"clientSubCategory.store","2"
"company-settings.index","2"
"companySign.sign","2"
"contractFiles.download","2"
"contracts.destroy","2"
"contracts.download","2"
"contracts.edit","2"
"contracts.project_detail","2"
"contracts.sign","2"
"contract-template.show","2"
"creditnotes.destroy","2"
"creditnotes.download","2"
"creditnotes.file_upload","2"
"creditnotes.store","2"
"currency_settings.exchange_rate","2"
"currency-settings.edit","2"
"custom-fields.index","2"
"custom-link-settings.edit","2"
"dashboard.private_calendar","2"
"deals.apply_quick_action","2"
"deals.change_stage","2"
"deals.edit","2"
"deals.get_agents","2"
"deals.import","2"
"deals.store","2"
"department.changeParent","2"
"departments.destroy","2"
"departments.edit","2"
"departments.members","2"
"departments.show","2"
"designation.changeParent","2"
"designations.destroy","2"
"designations.edit","2"
"designations.show","2"
"discussion.set_best_answer","2"
"discussion-reply.get_replies","2"
"discussion-reply.store","2"
"documents.edit","2"
"emergency-contacts.create","2"
"emergency-contacts.destroy","2"
"emergency-contacts.edit","2"
"emergency-contacts.show","2"
"employee-docs.destroy","2"
"employee-docs.edit","2"
"employee-docs.store","2"
"employee-leaves.employee_leave_types","2"
"employee-leaves.update","2"
"employees.by_department","2"
"employees.edit","2"
"employees.store","2"
"employee-visa.destroy","2"
"employee-visa.edit","2"
"estimates.download","2"
"estimates.edit","2"
"event-files.destroy","2"
"event-files.store","2"
"events.event_status_note","2"
"expenseCategory.destroy","2"
"expenseCategory.store","2"
"expense-report.expense_category_report","2"
"expenses.create","2"
"files.download","2"
"flutterwave.callback","2"
"flutterwave_public","2"
"front.proposal_action","2"
"front.taskboard","2"
"gdpr.export_data","2"
"gdpr_settings.apply_quick_action","2"
"get_client_sub_categories","2"
"get_paypal_status","2"
"get_product_sub_categories","2"
"google-calendar-settings.index","2"
"holidays.destroy","2"
"holidays.edit","2"
"holidays.mark_holiday","2"
"invitation","2"
"invoice-files.download","2"
"invoice-files.store","2"
"invoices.add_shipping_address","2"
"invoices.get_client_company","2"
"invoices.store_offline_payment","2"
"knowledgebase.destroy","2"
"knowledgebase-files.destroy","2"
"knowledgebase-files.store","2"
"language-settings.index","2"
"LaravelInstaller::environmentSave","2"
"lead-agent-settings.destroy","2"
"lead-contact.change_follow_up_status","2"
"lead-contact.destroy","2"
"lead-contact.follow_up","2"
"lead-contact.store","2"
"lead-form.index","2"
"lead-notes.apply_quick_action","2"
"lead-notes.create","2"
"lead-notes.destroy","2"
"lead-pipeline-setting.destroy","2"
"lead-stage-setting.destroy","2"
"lead-stage-setting.edit","2"
"lead-stage-setting.update","2"
"leave-files.destroy","2"
"leave-files.download","2"
"leave-files.store","2"
"leave-report.leave_quota","2"
"leaves.apply_quick_action","2"
"leaves.pre_approve_leave","2"
"leaves.view_related_leave","2"
"logout","2"
"message-file.store","2"
"messages.create","2"
"messages.store","2"
"milestones.by_project","2"
"mollie.callback","2"
"mollie_public","2"
"notices.destroy","2"
"notices.edit","2"
"orders.download","2"
"orders.edit","2"
"orders.payment_failed","2"
"password.confirm","2"
"password.email","2"
"password.update","2"
"payfast.callback","2"
"payments.add_bulk_payments","2"
"paypal","2"
"paystack.callback","2"
"paystack_public","2"
"productCategory.create","2"
"products.destroy","2"
"products.edit","2"
"products.store","2"
"productSubCategory.create","2"
"productSubCategory.update","2"
"profile.update","2"
"projectCategory.destroy","2"
"projectCategory.update","2"
"projects.archive_restore","2"
"projects.assign_project_admin","2"
"projects.change_status","2"
"projects.edit","2"
"projects.import","2"
"projects.invoice_list","2"
"projects.members","2"
"projects.pendingTasks","2"
"projects.store","2"
"project-template.edit","2"
"project-template-task.edit","2"
"project-template-task.show","2"
"proposal_template.apply_quick_action","2"
"proposals.download","2"
"proposals.edit","2"
"proposals.send_proposal","2"
"proposal-template.show","2"
"purchase-verified","2"
"quickbooks.index","2"
"settings.qr-login","2"
"setup_account","2"
"shifts.store","2"
"shifts-change.approve_request","2"
"shifts-change.decline_request","2"
"slack_settings.send_test_notification","2"
"square.callback","2"
"sticky-notes.destroy","2"
"sticky-notes.edit","2"
"sub-task-files.store","2"
"taskboards.collapse_column","2"
"taskboards.create","2"
"taskboards.destroy","2"
"taskboards.edit","2"
"taskboards.load_more","2"
"taskboards.store","2"
"taskboards.update","2"
"taskCategory.store","2"
"taskCategory.update","2"
"taskComment.update","2"
"task-label.store","2"
"task-note.update","2"
"tasks.clientDetail","2"
"tasks.gantt_task_update","2"
"tasks.members","2"
"tasks.store","2"
"taxes.store","2"
"taxes.update","2"
"theme-settings.store","2"
"ticket-files.store","2"
"ticket-groups.destroy","2"
"tickets.agent_group","2"
"tickets.change-status","2"
"timelog-calendar.index","2"
"time-log-consolidated.report","2"
"update-settings.index","2"
"appreciations.destroy","3"
"appreciations.edit","3"
"async-options.index","3"
"attendances.create","3"
"attendances.edit","3"
"attendances.import","3"
"attendances.mark","3"
"bankaccounts.create_transaction","3"
"client-docs.download","3"
"client-notes.apply_quick_action","3"
"client-notes.destroy","3"
"clients.store","3"
"currency_settings.exchange_key","3"
"deal-files.download","3"
"deal-notes.show","3"
"deals.follow_up","3"
"department.hierarchy","3"
"designation.hierarchy","3"
"discussion-files.store","3"
"document-templates.edit","3"
"document-templates.index","3"
"document-templates.show","3"
"employee-docs.download","3"
"estimates.change_status","3"
"estimates.destroy","3"
"estimates.send_estimate","3"
"estimates.update","3"
"event-files.download","3"
"expenseCategory.update","3"
"expense-report.index","3"
"expenses.edit","3"
"expenses.get_category_employees","3"
"front.authorize_modal","3"
"front.flutterwave_modal","3"
"front.invoice_payment_failed","3"
"front.mollie_modal","3"
"front.paystack_modal","3"
"front.task_detail","3"
"googleAuth","3"
"holidays.create","3"
"holidays.table_view","3"
"income-expense-report.index","3"
"invoices.store","3"
"invoices.toggle_shipping_address","3"
"knowledgebasecategory.create","3"
"knowledgebase-files.download","3"
"lead-agent-settings.create","3"
"lead-contact.create","3"
"lead-contact.follow_up_edit","3"
"lead-notes.show","3"
"lead-stage-setting.create","3"
"leave-report.index","3"
"leave-report.show","3"
"leaves.create","3"
"leaves.edit","3"
"leaves.leave_action","3"
"leaves.personal","3"
"leaves-settings.index","3"
"leaveType.create","3"
"milestones.show","3"
"orders.add_item","3"
"orders.create","3"
"orders.store","3"
"pay_with_razorpay","3"
"payfast_public","3"
"payments.apply_quick_action","3"
"payments.destroy","3"
"products.add_cart_item","3"
"project_notes.check_password","3"
"project-notes.show","3"
"projects.archive","3"
"projects.archive_delete","3"
"projects.labels","3"
"proposals.create","3"
"proposals.destroy","3"
"quickbooks.callback","3"
"register","3"
"security-settings.index","3"
"shifts.mark","3"
"square_public","3"
"sub-tasks.update","3"
"taskCategory.destroy","3"
"task-files.store","3"
"task-label.update","3"
"tasks.edit","3"
"ticket-agents.create","3"
"ticketChannels.create","3"
"tickets.refresh_count","3"
"ticketTypes.create","3"
"timelogs.apply_quick_action","3"
"timelogs.edit","3"
"two-factor.login","3"
"unit-type.update","3"
"app-settings.update","4"
"attendance-settings.index","4"
"client_notes.ask_for_password","4"
"client-notes.show","4"
"contracts.create","4"
"contractTypes.create","4"
"cropper","4"
"deals.destroy","4"
"documents.index","4"
"expenseCategory.create","4"
"expenses.apply_quick_action","4"
"expenses.destroy","4"
"front.public.show_image","4"
"invoices.destroy","4"
"invoices.edit","4"
"invoices.shipping_address_modal","4"
"knowledgebase.edit","4"
"knowledgebase.show","4"
"leadboards.index","4"
"lead-settings.index","4"
"leaves.destroy","4"
"leaves.show_reject_modal","4"
"module-settings.index","4"
"offline.methods","4"
"orders.change_status","4"
"orders.destroy","4"
"orders.index","4"
"project-calendar.index","4"
"projectCategory.create","4"
"projects.apply_quick_action","4"
"projects.destroy","4"
"project-settings.index","4"
"shifts-change.index","4"
"social_login","4"
"sub-task-files.download","4"
"tasks.apply_quick_action","4"
"tasks.destroy","4"
"tasks.project_tasks","4"
"taxes.create","4"
"theme-settings.index","4"
"ticket-groups.create","4"
"tickets.apply_quick_action","4"
"timelogs.approve_timelog","4"
"timelogs.destroy","4"
"timelogs.pause_timer","4"
"timelogs.resume_timer","4"
"timelogs.show","4"
"attendances.by_hour","5"
"attendances.by_map_location","5"
"attendances.show","5"
"client-notes.index","5"
"contract-template.index","5"
"deals.create","5"
"deals.get-stage","5"
"designations.create","5"
"discussion.show","5"
"estimates.create","5"
"expenses.get_employee_projects","5"
"gdpr.index","5"
"invoices.download","5"
"invoices.update_status","5"
"leaves.calendar","5"
"leaves.show_approved_modal","5"
"products.remove_cart_item","5"
"products.show","5"
"proposal-template.index","5"
"recurring-invoices.show","5"
"shifts.index","5"
"social-auth-settings.index","5"
"stripe","5"
"task_files.download","5"
"task-label.create","5"
"tasks.change_status","5"
"ticket-form.index","5"
"tickets.create","5"
"tickets.destroy","5"
"time-log-report.index","5"
"timelogs.create","5"
"appreciations.show","6"
"attendances.by_member","6"
"awards.index","6"
"bankaccounts.index","6"
"bankaccounts.show","6"
"clients.create","6"
"clients.project_list","6"
"estimate-template.index","6"
"expenses.change_status","6"
"front.lead_form","6"
"front.ticket_form","6"
"holidays.show","6"
"invoices.file_upload","6"
"leadCategory.create","6"
"lead-source-settings.create","6"
"payments.show","6"
"proposals.index","6"
"sticky-notes.index","6"
"tasks.checkLeaves","6"
"timelogs.index","6"
"timelogs.start_timer","6"
"timelogs.stop_timer","6"
"clients.ajax_details","7"
"dashboard.advanced","7"
"dashboard.widget","7"
"documents.show","7"
"estimates.show","7"
"gdpr_settings.update_general","7"
"invoices.apply_quick_action","7"
"notices.index","7"
"payments.create","7"
"project-template.index","7"
"proposals.show","7"
"recurring-expenses.show","7"
"taskboards.index","7"
"taskCategory.create","7"
"ticket-settings.index","7"
"timelogs.stopper_alert","7"
"creditnotes.create","8"
"custom-modules.index","8"
"departments.index","8"
"designations.index","8"
"expenses.index","8"
"invoices.payment_reminder","8"
"invoices.send_invoice","8"
"invoice-settings.index","8"
"notifications.index","8"
"payments.index","8"
"recurring-invoices.index","8"
"social_login_callback","8"
"events.index","9"
"profile-settings.index","9"
"project-template.show","9"
"appreciations.index","10"
"creditnotes.index","10"
"creditnotes.show","10"
"gdpr-settings.index","10"
"knowledgebase.index","10"
"notices.show","10"
"contracts.index","11"
"deals.index","11"
"employees.create","11"
"invoices.create","11"
"payment-gateway-settings.index","11"
"projects.create","11"
"task-calendar.index","11"
"app-settings.index","12"
"employees.index","12"
"estimates.index","12"
"invoices.add_item","12"
"invoices.product_category","12"
"payments.account_list","12"
"tickets.index","12"
"contracts.show","13"
"events.show","13"
"leaves.index","13"
"products.index","13"
"departments.create","14"
"holidays.index","14"
"attendances.index","15"
"clients.index","15"
"lead-contact.index","15"
"messages.index","15"
"tasks.create","16"
"expenses.show","18"
"products.create","18"
"tasks.index","18"
"lead-contact.show","22"
"projects.index","22"
"invoices.index","23"
"orders.show","23"
"leaves.show","25"
"deals.show","27"
"tickets.show","27"
"invoices.show","28"
"login","30"
"dashboard","36"
"clients.show","45"
"projects.show","77"
"tasks.show","82"
"employees.show","84"
